e,t,price,sampled prices,conv rates,expected revenues,budgets,real clicks,real buys,real_revenue
0,0,340.0,"[340.0, 400.0, 340.0]",0.9648724010800793,[-28479.76223594 -30391.27581078 -26287.19323562],"[16, 12, 12]","[1035, 606, 257]","[103, 152, 8]",89420.0
0,1,280.0,"[280.0, 160.0, 280.0]",0.7261054661340935,[166037.76559093  64342.51111869 695952.64327702],"[40, 18, 28]","[5061, 1489, 2207]","[1242, 552, 313]",589960.0
0,2,400.0,"[160.0, 400.0, 400.0]",0.9599526800353245,[  58776.32114615 3113374.26592586 4117585.90171507],"[36, 18, 18]","[4614, 1437, 837]","[171, 127, 9]",122800.0
0,3,160.0,"[100.0, 160.0, 220.0]",0.8164487797401565,[ 133577.22403461 1177908.50668876  215481.43658062],"[50, 12, 28]","[8005, 868, 2414]","[2830, 340, 702]",619520.0
0,4,220.0,"[220.0, 280.0, 220.0]",0.8715930938533489,[2317101.77453323 1206247.99090483  212967.07972037],"[54, 10, 24]","[8846, 303, 1973]","[3120, 144, 462]",819720.0
0,5,220.0,"[100.0, 220.0, 100.0]",0.45468136432335116,[ 458775.10588245 1035358.7322978   641343.63369722],"[50, 12, 28]","[8099, 797, 2883]","[2951, 350, 697]",879560.0
0,6,280.0,"[220.0, 280.0, 220.0]",0.3836686024808841,[ 853938.4392001  1199123.46402317  502910.84175055],"[54, 10, 26]","[8910, 477, 1895]","[2065, 180, 233]",693840.0
0,7,220.0,"[220.0, 220.0, 220.0]",0.48135269942676734,[ 848518.15853021 1162445.68893548  522914.34093177],"[52, 16, 20]","[8550, 1116, 1179]","[3025, 469, 297]",834020.0
0,8,280.0,"[220.0, 280.0, 220.0]",0.3715056432970615,[ 831577.79530554 1143396.0022319   530789.22807145],"[54, 14, 22]","[8983, 929, 1181]","[2249, 383, 152]",779520.0
0,9,280.0,"[220.0, 280.0, 220.0]",0.3756315245059256,[ 821215.08125063 1162954.92291082  493100.43977058],"[54, 10, 26]","[9288, 336, 2321]","[2300, 137, 323]",772800.0
0,10,280.0,"[220.0, 280.0, 220.0]",0.3715822219507663,[ 831678.1495312  1159591.89650839  544201.45215256],"[54, 12, 24]","[8933, 674, 1588]","[2148, 244, 203]",726600.0
0,11,280.0,"[100.0, 280.0, 220.0]",0.3878756151040854,[ 761871.66466969 1175547.85974706  542192.42018761],"[54, 16, 20]","[8950, 1214, 1403]","[2135, 485, 187]",785960.0
0,12,280.0,"[220.0, 280.0, 100.0]",0.3853346973729525,[ 822863.05158241 1190367.02039486  176699.59160619],"[54, 10, 26]","[8857, 478, 2041]","[2149, 189, 273]",731080.0
0,13,280.0,"[220.0, 280.0, 220.0]",0.381395212766906,[ 851036.20344129 1137329.28459126  518579.42658176],"[54, 22, 12]","[8918, 2064, 508]","[2242, 820, 70]",876960.0
0,14,280.0,"[220.0, 280.0, 100.0]",0.3920863065298591,[ 831727.5337495  1239527.67439179  226611.47037459],"[52, 28, 10]","[8495, 3595, 1]","[1993, 1425, 0]",957040.0
0,15,280.0,"[220.0, 280.0, 100.0]",0.38774137997712393,[ 877206.51080659 1241617.9701156   880477.72993572],"[50, 30, 10]","[7935, 3768, 494]","[1918, 1465, 56]",962920.0
0,16,280.0,"[220.0, 280.0, 100.0]",0.393897961309592,[ 885141.65126035 1304704.39682281  356344.66599733],"[50, 30, 10]","[7839, 3625, 400]","[1936, 1357, 51]",936320.0
0,17,280.0,"[220.0, 280.0, 220.0]",0.39204843807076584,[ 874295.18574347 1237343.05940111  560661.65902794],"[54, 26, 10]","[9053, 2547, 464]","[2245, 1006, 59]",926800.0
0,18,280.0,"[220.0, 280.0, 220.0]",0.39210399985367234,[ 858482.00294401 1273542.26957582  569594.08829717],"[46, 34, 10]","[6564, 4585, 664]","[1563, 1802, 86]",966280.0
0,19,280.0,"[220.0, 280.0, 220.0]",0.38561113494450633,[ 869340.39055543 1211429.15833292  554297.90568436],"[36, 44, 10]","[4583, 7448, 397]","[1132, 2925, 68]",1155000.0
0,20,280.0,"[220.0, 280.0, 100.0]",0.3939034791429229,[ 879738.19785    1551351.57258789  548761.72977833],"[14, 52, 24]","[1095, 10024, 1714]","[276, 3847, 209]",1212960.0
0,21,280.0,"[220.0, 280.0, 220.0]",0.38851406693684026,[1067056.13863446 1475329.72431537  664887.51398694],"[10, 58, 22]","[321, 12038, 1778]","[73, 4577, 237]",1368360.0
0,22,280.0,"[220.0, 280.0, 220.0]",0.3837670641272263,[1042740.43331026 1400066.02744399  670199.57437062],"[10, 56, 24]","[321, 11498, 1835]","[80, 4446, 251]",1337560.0
0,23,280.0,"[100.0, 280.0, 220.0]",0.38641922231711434,[ 533587.32098037 1499869.14765666  624000.85341462],"[20, 58, 12]","[1368, 12073, 696]","[308, 4749, 85]",1439760.0
0,24,280.0,"[220.0, 280.0, 100.0]",0.3890284542193597,[1046746.83626613 1475952.59284683 1226458.47895597],"[22, 58, 10]","[2001, 12305, 198]","[491, 4701, 29]",1461880.0
0,25,280.0,"[220.0, 280.0, 100.0]",0.38684925459044484,[1044160.58403109 1479847.29642685  184475.94873691],"[22, 58, 10]","[1517, 12075, 436]","[407, 4712, 53]",1448160.0
0,26,280.0,"[220.0, 280.0, 220.0]",0.38953715224510604,[1047597.10679581 1462954.23191688  666013.50963734],"[22, 58, 10]","[1387, 12160, 59]","[349, 4635, 3]",1396360.0
0,27,280.0,"[220.0, 280.0, 220.0]",0.38638518318301934,[1058655.81436126 1461451.62171234  674753.70946899],"[14, 58, 18]","[824, 12264, 895]","[204, 4762, 104]",1419600.0
0,28,280.0,"[220.0, 280.0, 100.0]",0.3862925989966153,[1042164.80649732 1437872.39609339  476401.60532025],"[22, 58, 10]","[1866, 12237, 1]","[433, 4734, 0]",1446760.0
0,29,280.0,"[220.0, 280.0, 100.0]",0.3855971657423536,[1054092.00623835 1422936.4720754  1187189.92008104],"[22, 58, 10]","[2019, 11759, 409]","[478, 4591, 62]",1436680.0
0,30,280.0,"[220.0, 280.0, 100.0]",0.3885848113093836,[1054054.41357216 1430435.82742466  915645.80585523],"[10, 58, 22]","[439, 11917, 2319]","[103, 4601, 313]",1404760.0
0,31,280.0,"[220.0, 280.0, 220.0]",0.3889469733830885,[1015089.95403456 1465765.20739181  677072.62410734],"[22, 58, 10]","[1915, 12060, 356]","[453, 4639, 49]",1439480.0
0,32,280.0,"[100.0, 280.0, 100.0]",0.38707553804724215,[ 673921.11910285 1473264.30583525  492590.23660514],"[22, 58, 10]","[2154, 12166, 1]","[500, 4647, 0]",1441160.0
0,33,280.0,"[220.0, 280.0, 100.0]",0.3876120904255121,[1033912.54520274 1457987.13941509 1074350.9091397 ],"[22, 58, 10]","[1468, 12343, 397]","[381, 4719, 43]",1440040.0
0,34,280.0,"[220.0, 280.0, 100.0]",0.38694690936952136,[1040817.90469402 1468867.01556256  -25147.83102959],"[20, 58, 12]","[1173, 12102, 574]","[274, 4607, 74]",1387400.0
0,35,280.0,"[220.0, 280.0, 100.0]",0.38617248855744,[1034603.82005026 1448380.46703411   60215.70443106],"[22, 58, 10]","[1644, 12173, 667]","[382, 4742, 83]",1457960.0
0,36,280.0,"[220.0, 280.0, 100.0]",0.38574727274913717,[1014390.08217912 1455098.09557044 1069862.08540514],"[22, 58, 10]","[1887, 12032, 417]","[460, 4618, 59]",1438360.0
0,37,280.0,"[100.0, 280.0, 220.0]",0.38741852566078616,[ -26678.93099672 1480172.10108855  653031.57604766],"[10, 58, 22]","[118, 12061, 1458]","[27, 4611, 195]",1353240.0
0,38,280.0,"[100.0, 280.0, 100.0]",0.3856121632930419,[ 420906.94894604 1466436.78233308   13879.63258436],"[22, 58, 10]","[1786, 12607, 167]","[444, 4918, 29]",1509480.0
0,39,280.0,"[220.0, 280.0, 220.0]",0.38524489141010676,[1021850.75853191 1437221.23964563  594629.34995549],"[22, 58, 10]","[1919, 12244, 1]","[462, 4650, 0]",1431360.0
0,40,280.0,"[100.0, 280.0, 220.0]",0.3869100644841723,[ 554347.24936628 1458235.77977352  640206.77742393],"[18, 58, 14]","[1112, 12085, 861]","[277, 4679, 114]",1419600.0
0,41,280.0,"[100.0, 280.0, 100.0]",0.38592004612970315,[ 448545.2486409  1453098.56266975 1185382.56553251],"[12, 58, 20]","[557, 12029, 1136]","[138, 4754, 143]",1409800.0
0,42,280.0,"[100.0, 280.0, 100.0]",0.38763352188367867,[ 440759.81268753 1442128.05624151  242011.57189699],"[22, 58, 10]","[1511, 12207, 656]","[373, 4726, 91]",1453200.0
0,43,280.0,"[220.0, 280.0, 100.0]",0.3843766424764554,[1019596.12455829 1446980.14691824  -22454.9745516 ],"[22, 58, 10]","[2098, 11753, 304]","[523, 4482, 39]",1412320.0
0,44,280.0,"[220.0, 280.0, 220.0]",0.38584924036321155,[1032960.07094841 1447918.04623362  708524.08339528],"[22, 58, 10]","[1753, 12186, 691]","[417, 4707, 89]",1459640.0
0,45,280.0,"[220.0, 280.0, 100.0]",0.38659052653269216,[1026243.973128   1481118.069544    791975.53035467],"[22, 58, 10]","[1564, 12436, 152]","[382, 4770, 14]",1446480.0
0,46,280.0,"[220.0, 280.0, 220.0]",0.3859050031634644,[1016064.02707424 1446437.29332014  673389.27921826],"[22, 58, 10]","[2084, 12166, 1]","[481, 4817, 1]",1483720.0
0,47,280.0,"[220.0, 280.0, 100.0]",0.38578556029637123,[1024272.22267351 1438338.61685609  567742.90266796],"[12, 58, 20]","[262, 12058, 1134]","[49, 4612, 152]",1347640.0
0,48,280.0,"[220.0, 280.0, 100.0]",0.3880372461795052,[1024132.02838192 1449046.27427967 1080189.32521465],"[10, 58, 22]","[332, 12085, 1561]","[75, 4686, 215]",1393280.0
0,49,280.0,"[220.0, 280.0, 100.0]",0.38832047773043066,[1028388.03993908 1447005.7583888  1326764.19303596],"[22, 58, 10]","[1839, 12128, 230]","[449, 4681, 19]",1441720.0
1,0,400.0,"[400.0, 400.0, 400.0]",0.7658164388479751,[-25409.18266603 -26779.11092228 -28411.92965232],"[14, 14, 12]","[1009, 745, 516]","[39, 75, 6]",48000.0
1,1,340.0,"[340.0, 340.0, 220.0]",0.4735781651748695,[519143.52200108 421065.96131631 102753.24695631],"[38, 18, 34]","[5005, 1397, 3885]","[564, 332, 217]",378420.0
1,2,280.0,"[220.0, 280.0, 220.0]",0.8475529135134221,[ 831364.79316143 3466423.60747212 1073450.54123214],"[26, 18, 38]","[2348, 1113, 4349]","[544, 407, 581]",428960.0
1,3,160.0,"[160.0, 160.0, 220.0]",0.9037615185235861,[1738130.78517819 1412497.93568997 1618348.56002281],"[50, 10, 30]","[8175, 330, 2870]","[3006, 138, 867]",641760.0
1,4,220.0,"[220.0, 220.0, 220.0]",0.9121639532744645,[2214818.29247117   72566.33151043 1104351.30727781],"[46, 10, 34]","[7056, 141, 3625]","[2509, 66, 813]",745360.0
1,5,220.0,"[100.0, 220.0, 220.0]",0.4156644712430642,[ 414986.42355939 1025648.22678471  540991.35581731],"[52, 10, 28]","[8380, 375, 2477]","[2879, 166, 585]",798600.0
1,6,220.0,"[220.0, 220.0, 220.0]",0.45094560170566567,[ 795615.60762824 1084547.3844574   467927.63459109],"[52, 10, 28]","[8287, 539, 2635]","[2974, 227, 623]",841280.0
1,7,280.0,"[220.0, 280.0, 220.0]",0.34971649980427577,[ 811953.81208529 1032790.11642099  501519.30988793],"[54, 10, 26]","[9013, 338, 2084]","[2111, 122, 261]",698320.0
1,8,220.0,"[220.0, 220.0, 100.0]",0.4188859185939461,[ 793058.6931235  1018450.84525805  889739.6426999 ],"[54, 14, 22]","[8921, 777, 1630]","[3157, 333, 379]",851180.0
1,9,280.0,"[100.0, 280.0, 220.0]",0.37116036811232295,[ 233747.10416014 1148840.71855766  494874.89390351],"[54, 10, 26]","[8835, 634, 2276]","[2133, 258, 320]",759080.0
1,10,280.0,"[220.0, 280.0, 100.0]",0.38259394544031927,[ 813410.82078135 1150307.26348989  628840.95988325],"[54, 12, 24]","[9204, 750, 1719]","[2224, 295, 251]",775600.0
1,11,280.0,"[220.0, 280.0, 100.0]",0.3659565856133949,[ 832017.08919892 1099208.08932791   78656.26306339],"[54, 10, 26]","[8840, 604, 2144]","[2146, 216, 284]",740880.0
1,12,280.0,"[100.0, 280.0, 220.0]",0.378110867542378,[ 508896.59318749 1128825.29084751  495175.02137886],"[44, 10, 36]","[6184, 314, 3961]","[1497, 124, 546]",606760.0
1,13,280.0,"[220.0, 280.0, 100.0]",0.3839788548612209,[ 819322.93775203 1184558.69365605   86575.81904563],"[54, 12, 24]","[8840, 647, 1849]","[2123, 242, 268]",737240.0
1,14,280.0,"[220.0, 280.0, 100.0]",0.37254843530009074,[ 817395.55355874 1123913.68886839  552647.94392742],"[52, 10, 28]","[8468, 551, 2662]","[2017, 218, 350]",723800.0
1,15,280.0,"[220.0, 280.0, 220.0]",0.3787711521253484,[ 800982.77744005 1131733.15770094  510485.61653401],"[50, 10, 30]","[8061, 448, 3028]","[1975, 175, 395]",712600.0
1,16,280.0,"[220.0, 280.0, 220.0]",0.3747507605324677,[ 827493.52372581 1106739.40007438  497608.04214717],"[54, 10, 26]","[9249, 454, 2170]","[2246, 162, 294]",756560.0
1,17,280.0,"[220.0, 280.0, 220.0]",0.37479882180187557,[ 829790.39472974 1121667.2194188   478745.62659077],"[52, 10, 28]","[8271, 557, 2372]","[2083, 213, 323]",733320.0
1,18,280.0,"[100.0, 280.0, 100.0]",0.3771326759669101,[ 563624.98110297 1151339.44913331  629086.92621238],"[50, 10, 30]","[8110, 428, 2862]","[2018, 163, 403]",723520.0
1,19,280.0,"[220.0, 280.0, 100.0]",0.37096987523415315,[ 823465.33695523 1106331.41514631  728735.09501176],"[54, 16, 20]","[8999, 964, 873]","[2196, 391, 121]",758240.0
1,20,280.0,"[220.0, 280.0, 100.0]",0.38516021863839034,[ 824294.89517435 1172188.79552663  286075.3515506 ],"[52, 10, 28]","[8742, 335, 2622]","[2161, 135, 334]",736400.0
1,21,280.0,"[100.0, 280.0, 100.0]",0.3895087694496111,[ 912818.94752029 1171354.76809441  115232.63605091],"[54, 12, 24]","[8701, 858, 1517]","[2094, 316, 201]",731080.0
1,22,280.0,"[220.0, 280.0, 220.0]",0.3787551656494085,[ 814104.88555786 1148388.81229818  499852.00390457],"[54, 10, 26]","[8735, 621, 2261]","[2105, 245, 330]",750400.0
1,23,280.0,"[220.0, 280.0, 220.0]",0.3909997174708862,[ 799769.04435641 1182686.96032202  501960.551652  ],"[54, 10, 26]","[8754, 370, 2362]","[2114, 153, 316]",723240.0
1,24,280.0,"[220.0, 280.0, 100.0]",0.3783755050534966,[ 805606.08894681 1142344.06986787  735588.91252328],"[50, 10, 30]","[7486, 340, 2731]","[1862, 116, 332]",646800.0
1,25,280.0,"[220.0, 280.0, 220.0]",0.3839107762460916,[ 783317.93367414 1147507.17698218  528234.29353552],"[54, 10, 26]","[9042, 488, 2039]","[2213, 200, 276]",752920.0
1,26,280.0,"[220.0, 280.0, 160.0]",0.3804157486711182,[ 793778.15296105 1133475.4224799   445675.77046898],"[50, 10, 30]","[8439, 397, 2846]","[2072, 144, 402]",733040.0
1,27,280.0,"[100.0, 280.0, 220.0]",0.3818873618011141,[  -9904.75226989 1135836.3007854   512697.50071787],"[54, 10, 26]","[8791, 756, 1908]","[2170, 287, 254]",759080.0
1,28,280.0,"[220.0, 280.0, 220.0]",0.37903185013172175,[ 804097.60526444 1130524.7534611   495803.94791866],"[54, 10, 26]","[9130, 425, 2435]","[2246, 152, 324]",762160.0
1,29,280.0,"[220.0, 280.0, 100.0]",0.387267620068308,[ 811991.87114784 1163801.43406266  634198.76746673],"[48, 10, 32]","[7527, 398, 2825]","[1793, 154, 352]",643720.0
1,30,280.0,"[220.0, 280.0, 220.0]",0.37687774724183126,[ 805481.45748639 1144637.20843336  514330.68060245],"[54, 12, 24]","[9127, 270, 2096]","[2203, 110, 296]",730520.0
1,31,280.0,"[100.0, 280.0, 220.0]",0.3902850833700666,[ 463951.44935028 1171310.34710794  498365.89081638],"[52, 10, 28]","[8360, 684, 2669]","[2024, 272, 375]",747880.0
1,32,280.0,"[100.0, 280.0, 100.0]",0.38030086387952045,[1021324.53851894 1131930.43052684 1061651.31242815],"[52, 10, 28]","[8713, 527, 2773]","[2171, 222, 359]",770560.0
1,33,280.0,"[220.0, 280.0, 220.0]",0.3798454940804462,[ 802822.81154627 1147136.566274    493610.18342904],"[54, 10, 26]","[8766, 649, 2577]","[2092, 244, 325]",745080.0
1,34,280.0,"[220.0, 280.0, 100.0]",0.3846443584330128,[ 815522.3256614  1165310.81390535  139559.6331188 ],"[54, 10, 26]","[8875, 430, 1891]","[2113, 173, 248]",709520.0
1,35,280.0,"[220.0, 280.0, 100.0]",0.383937972524698,[ 802265.88521877 1154284.69596611  560072.87042688],"[52, 10, 28]","[8520, 604, 2470]","[2044, 235, 293]",720160.0
1,36,280.0,"[220.0, 280.0, 220.0]",0.3929782378913813,[ 795322.59936699 1181070.19290734  519630.63774321],"[54, 10, 26]","[8673, 516, 1802]","[2107, 195, 230]",708960.0
1,37,280.0,"[220.0, 280.0, 220.0]",0.38654219388962285,[ 812674.77517732 1159804.70867429  486726.11459645],"[54, 10, 26]","[9212, 554, 2059]","[2228, 211, 282]",761880.0
1,38,280.0,"[220.0, 280.0, 220.0]",0.39102477148884074,[ 800073.82996945 1176270.10964876  509986.75021216],"[54, 10, 26]","[8976, 404, 2248]","[2127, 149, 261]",710360.0
1,39,280.0,"[220.0, 280.0, 220.0]",0.3853632693826015,[ 813547.01699599 1168802.82852394  502623.04368263],"[54, 10, 26]","[8934, 384, 2542]","[2184, 145, 336]",746200.0
1,40,280.0,"[220.0, 280.0, 100.0]",0.38299411197212896,[ 813747.13570291 1146460.90472788  586078.75768165],"[54, 10, 26]","[8886, 750, 2359]","[2169, 280, 330]",778120.0
1,41,280.0,"[220.0, 280.0, 100.0]",0.3865928996013202,[ 824820.4085928  1166933.85604295 1042165.91243449],"[54, 10, 26]","[8800, 766, 2275]","[2060, 296, 282]",738640.0
1,42,280.0,"[100.0, 280.0, 100.0]",0.3874164164763905,[ 661596.1281338  1185175.59851911  153402.13876145],"[54, 10, 26]","[8866, 83, 2197]","[2161, 22, 283]",690480.0
1,43,280.0,"[100.0, 280.0, 220.0]",0.38483778318608747,[ 954805.05879785 1161803.83675146  497153.84785256],"[54, 10, 26]","[9101, 693, 2033]","[2150, 249, 292]",753480.0
1,44,280.0,"[100.0, 280.0, 220.0]",0.3787257368653207,[ 908428.71542908 1141507.78813421  497037.86784967],"[54, 10, 26]","[8961, 416, 1911]","[2178, 150, 219]",713160.0
1,45,280.0,"[100.0, 280.0, 220.0]",0.38072528566215413,[ 846813.20750625 1138427.24075217  483151.63251098],"[50, 10, 30]","[7748, 545, 2920]","[1880, 220, 413]",703640.0
1,46,280.0,"[220.0, 280.0, 220.0]",0.3794053527846496,[ 798253.10522377 1149860.80562292  498596.68510201],"[54, 10, 26]","[9050, 110, 2252]","[2189, 30, 298]",704760.0
1,47,280.0,"[220.0, 280.0, 100.0]",0.38288878640642715,[ 794944.94440298 1144967.06374091  634632.89858458],"[54, 10, 26]","[8989, 273, 2231]","[2170, 109, 301]",722400.0
1,48,280.0,"[100.0, 280.0, 220.0]",0.3874563494281678,[ -17902.11668507 1165164.06360008  497202.38818427],"[54, 10, 26]","[9031, 602, 2206]","[2145, 252, 285]",750960.0
1,49,280.0,"[220.0, 280.0, 220.0]",0.3889331100375046,[ 819165.71079015 1154178.62178277  484588.96979382],"[54, 10, 26]","[8961, 258, 2330]","[2186, 114, 299]",727720.0
2,0,280.0,"[280.0, 280.0, 280.0]",0.8113144702234426,[-31914.20198815 -25946.316665   -28452.51393911],"[10, 12, 16]","[372, 751, 810]","[81, 290, 117]",136640.0
2,1,400.0,"[340.0, 160.0, 400.0]",0.6350588494074677,[512037.06896689 -27178.6503409  785692.6561059 ],"[18, 18, 40]","[1128, 1572, 4464]","[37, 154, 70]",104400.0
2,2,340.0,"[220.0, 340.0, 220.0]",0.9053611994166494,[ 753293.12936972 2250298.95188161  794632.26246662],"[36, 10, 40]","[4602, 492, 4580]","[440, 126, 236]",272680.0
2,3,160.0,"[160.0, 220.0, 160.0]",0.9827535526127581,[1839273.2713458   -29401.50001247  803822.88064727],"[36, 22, 10]","[4687, 1895, 568]","[1710, 746, 179]",421600.0
2,4,220.0,"[220.0, 220.0, 220.0]",0.9870678980267855,[ -19104.66891882 2171645.07523304 2237960.5019564 ],"[34, 10, 44]","[4314, 115, 5489]","[1565, 51, 1315]",644820.0
2,5,280.0,"[220.0, 280.0, 220.0]",0.4016888405487091,[ 891632.36964534 1131117.44881323  466690.71211294],"[24, 14, 52]","[2139, 899, 6713]","[536, 376, 852]",493920.0
2,6,280.0,"[220.0, 280.0, 220.0]",0.4065938747665817,[ 752565.03994015 1154439.72359033  490228.92940084],"[28, 10, 52]","[2717, 482, 6516]","[748, 184, 927]",520520.0
2,7,280.0,"[220.0, 280.0, 100.0]",0.41333352679628,[ 777015.98287728 1171095.99050696  608071.52265399],"[46, 18, 24]","[6917, 1610, 2034]","[1704, 588, 251]",712040.0
2,8,280.0,"[220.0, 280.0, 220.0]",0.3802304432973935,[ 820159.40864391 1193414.51154349  539094.89228656],"[54, 26, 10]","[9053, 2888, 433]","[2216, 1118, 48]",946960.0
2,9,280.0,"[220.0, 280.0, 160.0]",0.38384248481527367,[ 894759.26273844 1226023.79196395  527264.67772098],"[54, 22, 12]","[8996, 2274, 489]","[2137, 883, 69]",864920.0
2,10,280.0,"[220.0, 280.0, 100.0]",0.384623771710132,[ 910005.26065547 1213119.66372063  771833.24571086],"[54, 26, 10]","[9136, 2874, 481]","[2187, 1146, 68]",952280.0
2,11,280.0,"[220.0, 280.0, 220.0]",0.3932072156076218,[ 871378.44193179 1251611.93927563  570917.87250341],"[54, 26, 10]","[8986, 2934, 449]","[2166, 1162, 59]",948360.0
2,12,220.0,"[220.0, 220.0, 100.0]",0.36752249802333964,[917892.23207299 841959.01118816 409261.56563923],"[54, 26, 10]","[8856, 2985, 373]","[3183, 1243, 90]",993520.0
2,13,280.0,"[100.0, 280.0, 160.0]",0.3851360914225491,[ 711766.66773695 1241094.22176475  581194.70541033],"[52, 28, 10]","[8634, 3405, 743]","[2119, 1308, 114]",991480.0
2,14,280.0,"[220.0, 280.0, 100.0]",0.38665905229746067,[ 890357.22850638 1295347.30925298   35806.93970488],"[54, 24, 12]","[8933, 2559, 658]","[2149, 978, 79]",897680.0
2,15,280.0,"[220.0, 280.0, 100.0]",0.3910077370107082,[ 924662.0768067  1265754.17280464  252495.44282106],"[54, 26, 10]","[9004, 3099, 498]","[2142, 1195, 65]",952560.0
2,16,280.0,"[220.0, 280.0, 100.0]",0.38562129615042945,[ 906037.59737107 1238832.7428968   379326.05258443],"[48, 32, 10]","[7546, 4239, 343]","[1845, 1606, 44]",978600.0
2,17,280.0,"[100.0, 280.0, 220.0]",0.38780420182089564,[ 772344.90717065 1257705.40437573  584168.05101842],"[24, 56, 10]","[1860, 11694, 117]","[470, 4554, 12]",1410080.0
2,18,280.0,"[220.0, 280.0, 100.0]",0.38900411513103805,[1108366.39479877 1499128.50413047  975494.69057605],"[10, 54, 26]","[433, 10915, 2020]","[123, 4178, 243]",1272320.0
2,19,280.0,"[220.0, 280.0, 220.0]",0.3862339172995691,[1059231.22049517 1455256.49600464  660647.06127704],"[22, 56, 12]","[1829, 11613, 395]","[477, 4496, 62]",1409800.0
2,20,280.0,"[220.0, 280.0, 220.0]",0.38551323516970704,[1070308.53753923 1457998.59014551  688927.3994536 ],"[22, 58, 10]","[1688, 12227, 169]","[429, 4650, 17]",1426880.0
2,21,280.0,"[100.0, 280.0, 100.0]",0.3822457335439805,[ 293010.89876955 1486391.41113646  343371.12619458],"[22, 58, 10]","[1761, 12524, 239]","[387, 4749, 27]",1445640.0
2,22,280.0,"[220.0, 280.0, 100.0]",0.38198289044697076,[1062931.31499653 1476441.54420752  970111.96871804],"[10, 58, 22]","[181, 12019, 1478]","[44, 4626, 188]",1360240.0
2,23,280.0,"[220.0, 280.0, 160.0]",0.38430244864655544,[1015982.7447345  1472437.40559669  598631.46351593],"[14, 58, 18]","[843, 12018, 1047]","[227, 4602, 130]",1388520.0
2,24,280.0,"[220.0, 280.0, 220.0]",0.38217745799545294,[1053824.00734732 1409541.44463103  679223.86787882],"[10, 58, 22]","[312, 12077, 1509]","[64, 4683, 227]",1392720.0
2,25,280.0,"[220.0, 280.0, 100.0]",0.3835006975030225,[1046736.24451904 1473515.04594382  706935.60853376],"[22, 58, 10]","[1849, 11909, 289]","[431, 4615, 43]",1424920.0
2,26,280.0,"[220.0, 280.0, 220.0]",0.3840595540382738,[1049377.49077417 1450210.70779134  649832.79015419],"[22, 58, 10]","[1930, 12437, 415]","[463, 4838, 59]",1500800.0
2,27,280.0,"[220.0, 280.0, 220.0]",0.38544906065665047,[1060695.15254021 1474945.86445218  658150.23614061],"[22, 58, 10]","[1594, 12421, 601]","[409, 4737, 79]",1463000.0
2,28,280.0,"[220.0, 280.0, 100.0]",0.3860050440194886,[1038915.19371478 1451706.02864227  128818.31841512],"[22, 58, 10]","[1845, 12147, 464]","[438, 4705, 63]",1457680.0
2,29,280.0,"[220.0, 280.0, 100.0]",0.38482643164866787,[1055946.2800375  1429901.43692472  989779.14284345],"[22, 58, 10]","[1670, 11964, 428]","[418, 4569, 63]",1414000.0
2,30,280.0,"[220.0, 280.0, 100.0]",0.38551804855138694,[1054846.60055565 1486768.03428057  191739.19295839],"[10, 58, 22]","[402, 11846, 1587]","[102, 4521, 223]",1356880.0
2,31,280.0,"[220.0, 280.0, 220.0]",0.38396246944269063,[1062417.59393621 1470530.50378865  681732.67176951],"[22, 58, 10]","[1558, 12036, 572]","[326, 4605, 100]",1408680.0
2,32,280.0,"[220.0, 280.0, 100.0]",0.38470231411359807,[1025715.48416551 1446792.27905942  -16253.32772409],"[20, 58, 12]","[1357, 12062, 328]","[336, 4674, 42]",1414560.0
2,33,280.0,"[220.0, 280.0, 220.0]",0.38252149092661936,[1033905.74144912 1418991.35234436  660918.21428384],"[22, 58, 10]","[1882, 12463, 124]","[436, 4855, 17]",1486240.0
2,34,280.0,"[220.0, 280.0, 100.0]",0.3861913910720332,[1055762.28968502 1463519.6684604   118857.86007867],"[22, 58, 10]","[1762, 12123, 483]","[424, 4653, 64]",1439480.0
2,35,280.0,"[220.0, 280.0, 100.0]",0.38462505150928417,[1019140.61714441 1461217.96538001   58753.15694836],"[22, 58, 10]","[2388, 11940, 286]","[585, 4590, 41]",1460480.0
2,36,280.0,"[220.0, 280.0, 220.0]",0.3853700852397902,[1071417.79788262 1457951.41806882  646413.33179438],"[22, 58, 10]","[1518, 12059, 251]","[375, 4580, 27]",1394960.0
2,37,280.0,"[220.0, 280.0, 160.0]",0.38536139181403534,[1062540.44432972 1449658.80662415  622969.82840393],"[22, 58, 10]","[1614, 12323, 500]","[379, 4867, 67]",1487640.0
2,38,280.0,"[220.0, 280.0, 220.0]",0.38520123213494867,[1036024.46225262 1453179.86258637  674395.47090347],"[22, 58, 10]","[1776, 12188, 250]","[424, 4745, 34]",1456840.0
2,39,280.0,"[220.0, 280.0, 220.0]",0.38525122197795514,[1057659.46554989 1463219.4498335   671746.48168924],"[20, 58, 12]","[1628, 12090, 688]","[383, 4669, 92]",1440320.0
2,40,280.0,"[220.0, 280.0, 220.0]",0.3840069373480942,[1034152.98425673 1466495.9418611   690117.58951764],"[22, 58, 10]","[1437, 11840, 241]","[342, 4614, 36]",1397760.0
2,41,280.0,"[220.0, 280.0, 100.0]",0.38623483116488766,[1023358.3345902  1443355.68240403 1295606.24583766],"[10, 58, 22]","[732, 12208, 1541]","[185, 4631, 197]",1403640.0
