e,t,price,sampled prices,conv rates,expected revenues,budgets,real clicks,real buys,real_revenue
7,3,280.0,"[280.0, 160.0, 100.0]",0.5712280909517334,[2222620.36265935 2058685.13796542  -26512.35834217],"[12, 56, 22]","[821, 11262, 1704]","[195, 4316, 229]",1327200.0
7,4,280.0,"[160.0, 280.0, 160.0]",0.3887389526725886,[  99547.85843123 1533549.19490334 1252155.48665199],"[14, 58, 18]","[697, 12051, 911]","[174, 4762, 132]",1419040.0
7,5,160.0,"[100.0, 280.0, 160.0]",0.7821222273234033,[ 572510.76314225 1458395.79924853 1689992.27630523],"[12, 58, 20]","[117, 11718, 1119]","[39, 4720, 344]",816480.0
7,6,280.0,"[220.0, 280.0, 220.0]",0.38687083770651737,[ 953019.07996666 1400546.2548596   688263.10358894],"[22, 58, 10]","[2017, 12394, 10]","[458, 4881, 2]",1495480.0
7,7,280.0,"[220.0, 280.0, 220.0]",0.39159154997190787,[ 965247.03875553 1455701.32415877  665090.71306537],"[22, 58, 10]","[1898, 12290, 496]","[452, 4787, 74]",1487640.0
7,8,280.0,"[220.0, 280.0, 220.0]",0.38994241487881703,[1018999.90827302 1506423.74154283  604337.40099741],"[18, 58, 14]","[1246, 11965, 447]","[301, 4642, 58]",1400280.0
7,9,280.0,"[100.0, 280.0, 100.0]",0.38998647506975453,[  -5378.49988435 1469528.58108225 1230959.23250302],"[12, 58, 20]","[382, 11861, 1209]","[85, 4474, 148]",1317960.0
7,10,280.0,"[100.0, 280.0, 220.0]",0.39017240387329094,[ 923958.24726908 1481751.70302275  687856.40065553],"[22, 58, 10]","[1862, 12152, 356]","[457, 4653, 52]",1445360.0
7,11,280.0,"[220.0, 280.0, 220.0]",0.3885957158992869,[ 973164.31102527 1482678.94764527  682423.89399012],"[10, 58, 22]","[441, 11782, 1369]","[101, 4558, 175]",1353520.0
7,12,280.0,"[100.0, 280.0, 220.0]",0.3886474238035664,[1074415.56565491 1475143.16795541  589475.74680396],"[22, 58, 10]","[1830, 12212, 526]","[444, 4718, 76]",1466640.0
7,13,280.0,"[220.0, 280.0, 220.0]",0.38783444471350925,[ 950679.02008922 1467488.88351253  709844.85647489],"[10, 58, 22]","[540, 12348, 1920]","[131, 4612, 268]",1403080.0
7,14,280.0,"[220.0, 280.0, 100.0]",0.3844518076447996,[ 958061.49941152 1428696.85004448  729587.82166056],"[20, 58, 12]","[1606, 11882, 563]","[386, 4443, 71]",1372000.0
7,15,280.0,"[100.0, 280.0, 100.0]",0.3837420459594086,[ -27535.3699224  1478303.36817278  352523.11196424],"[20, 58, 12]","[1572, 12336, 645]","[354, 4773, 91]",1461040.0
7,16,280.0,"[220.0, 280.0, 100.0]",0.3843431252181168,[1026853.19219463 1460673.94287704  972973.1178666 ],"[16, 58, 16]","[844, 11927, 1025]","[190, 4554, 149]",1370040.0
7,17,280.0,"[220.0, 280.0, 100.0]",0.3838510637422218,[ 954362.83211604 1432899.95384916  196968.12545545],"[22, 58, 10]","[1504, 12278, 130]","[365, 4703, 17]",1423800.0
7,18,280.0,"[220.0, 280.0, 220.0]",0.3826181411666676,[ 941927.37756904 1445943.11354311  620312.61093806],"[22, 58, 10]","[1652, 12390, 160]","[381, 4798, 25]",1457120.0
7,19,280.0,"[100.0, 280.0, 220.0]",0.3819782739765703,[ 300524.72804964 1430220.99517493  652429.4736866 ],"[10, 58, 22]","[611, 12175, 1830]","[151, 4763, 262]",1449280.0
7,20,280.0,"[100.0, 280.0, 100.0]",0.3859966149308493,[ 163543.21239258 1465032.11361118  130584.66547924],"[10, 58, 22]","[354, 12187, 1970]","[83, 4739, 277]",1427720.0
7,21,280.0,"[220.0, 280.0, 220.0]",0.3851988207280042,[ 964667.67413811 1448902.09229498  688269.68878639],"[10, 58, 22]","[400, 11858, 1603]","[101, 4509, 211]",1349880.0
7,22,280.0,"[100.0, 280.0, 100.0]",0.38435412236752237,[ 219646.55905947 1423956.28392745  188162.91683941],"[10, 56, 24]","[163, 11421, 1603]","[34, 4408, 222]",1305920.0
7,23,280.0,"[220.0, 280.0, 100.0]",0.383361371769757,[1012292.6421373  1454009.74492432  484559.07528391],"[20, 58, 12]","[1156, 11905, 501]","[266, 4485, 51]",1344560.0
7,24,280.0,"[220.0, 280.0, 100.0]",0.3867092052551529,[1017358.14204028 1441474.35204594  227837.88068945],"[18, 58, 14]","[1439, 12259, 835]","[355, 4720, 119]",1454320.0
7,25,280.0,"[220.0, 280.0, 100.0]",0.384775714741827,[1017100.23070071 1441676.16842865 1180525.52631274],"[10, 58, 22]","[536, 12377, 1876]","[116, 4714, 264]",1426320.0
7,26,280.0,"[220.0, 280.0, 220.0]",0.38369131206779244,[ 998696.44835678 1462855.14741531  718687.38012198],"[10, 58, 22]","[482, 11978, 1523]","[112, 4562, 223]",1371160.0
7,27,280.0,"[220.0, 280.0, 100.0]",0.3836182181661976,[1012425.15641808 1454987.13817352  -28884.91642039],"[22, 58, 10]","[1926, 12194, 354]","[484, 4689, 53]",1463280.0
7,28,280.0,"[220.0, 280.0, 220.0]",0.38364998175506837,[1006311.98512661 1432189.77096818  638228.66359291],"[20, 58, 12]","[1483, 12460, 775]","[371, 4752, 94]",1460760.0
7,29,280.0,"[220.0, 280.0, 100.0]",0.38442869496915993,[ 956987.13312411 1446659.08659226 1255193.77934508],"[18, 58, 14]","[1055, 12162, 818]","[265, 4700, 104]",1419320.0
7,30,280.0,"[220.0, 280.0, 100.0]",0.38446849003833344,[ 994891.61744533 1444601.25034914  815994.05279779],"[18, 58, 14]","[1334, 11904, 886]","[311, 4573, 115]",1399720.0
7,31,280.0,"[100.0, 280.0, 100.0]",0.38391583503977234,[ -28531.16480261 1455778.45294152  344548.0619419 ],"[10, 58, 22]","[737, 12389, 1390]","[172, 4734, 208]",1431920.0
7,32,280.0,"[100.0, 280.0, 220.0]",0.38350601434406856,[ 757349.75672504 1455825.76924614  701598.47465796],"[10, 58, 22]","[659, 12163, 1457]","[171, 4721, 194]",1424080.0
7,33,280.0,"[220.0, 280.0, 100.0]",0.38360635951250943,[1039721.46647185 1436480.03269826 1074380.70402553],"[10, 58, 22]","[405, 12167, 1404]","[103, 4711, 175]",1396920.0
7,34,280.0,"[220.0, 280.0, 100.0]",0.3844748520177856,[ 987374.87740449 1455228.66494118  -23880.94182714],"[14, 58, 18]","[554, 12328, 1421]","[116, 4857, 175]",1441440.0
7,35,280.0,"[220.0, 280.0, 220.0]",0.3866792281020836,[ 975367.69323618 1459278.77516817  627924.40198851],"[10, 58, 22]","[571, 12375, 1653]","[146, 4750, 230]",1435280.0
7,36,280.0,"[220.0, 280.0, 220.0]",0.3852634248314443,[ 981850.8294408  1449884.97392933  695320.9744391 ],"[20, 58, 12]","[1431, 12060, 764]","[343, 4625, 131]",1427720.0
7,37,280.0,"[220.0, 280.0, 100.0]",0.3849175297190236,[1016116.42429596 1453163.27781536 1021731.10268976],"[22, 58, 10]","[2040, 12410, 477]","[512, 4744, 64]",1489600.0
7,38,280.0,"[220.0, 280.0, 220.0]",0.38473523425550743,[1046675.23846075 1465808.58848769  629654.6042426 ],"[10, 58, 22]","[714, 12489, 1514]","[183, 4717, 214]",1431920.0
7,39,280.0,"[100.0, 280.0, 220.0]",0.38428673222162074,[ 520353.10795766 1474576.97855763  698956.84305648],"[22, 58, 10]","[1601, 12110, 409]","[398, 4633, 50]",1422680.0
7,40,280.0,"[220.0, 280.0, 220.0]",0.38473132247967956,[1030092.87264588 1462365.72868293  688001.47639633],"[10, 58, 22]","[1, 12506, 1518]","[0, 4823, 207]",1408400.0
7,41,280.0,"[220.0, 280.0, 220.0]",0.3840407204531034,[1001163.3799666  1454072.39890885  694181.90441377],"[22, 58, 10]","[1894, 12489, 384]","[474, 4871, 49]",1510320.0
7,42,280.0,"[220.0, 280.0, 220.0]",0.38462090301407414,[ 945216.05187873 1445779.23293239  662674.69096158],"[22, 58, 10]","[1788, 12050, 664]","[430, 4602, 90]",1434160.0
7,43,280.0,"[220.0, 280.0, 100.0]",0.38520636797575214,[1002173.98445682 1474707.08481723 1071317.10585641],"[22, 58, 10]","[1590, 12066, 578]","[397, 4722, 82]",1456280.0
7,44,280.0,"[100.0, 280.0, 100.0]",0.38474598716499886,[ 154491.33613347 1454586.62041372  -27914.85044246],"[22, 58, 10]","[1695, 12390, 246]","[410, 4735, 29]",1448720.0
7,45,280.0,"[220.0, 280.0, 100.0]",0.38391406262429206,[1054827.65006568 1453832.88208134 1317096.90296667],"[16, 58, 16]","[1145, 12493, 815]","[270, 4827, 123]",1461600.0
7,46,280.0,"[220.0, 280.0, 100.0]",0.3857983004339339,[1017253.68726396 1467129.45225914  108550.49393865],"[22, 58, 10]","[1948, 12261, 79]","[480, 4687, 11]",1449840.0
7,47,280.0,"[220.0, 280.0, 160.0]",0.38471112140758834,[1012428.19190254 1445858.71897955  625164.61327857],"[22, 58, 10]","[1929, 11990, 686]","[475, 4674, 93]",1467760.0
7,48,280.0,"[220.0, 280.0, 100.0]",0.3849389739964521,[ 921160.93968717 1451775.23341754  182421.82838442],"[10, 58, 22]","[516, 11926, 1676]","[115, 4620, 206]",1383480.0
7,49,280.0,"[220.0, 280.0, 220.0]",0.3845923359186565,[1075703.24162021 1463200.02639382  660803.73804031],"[22, 58, 10]","[2127, 12020, 410]","[520, 4655, 62]",1466360.0
8,0,340.0,"[340.0, 340.0, 340.0]",0.8766600878173676,[-25658.43989389 -28170.22776372 -27017.80918262],"[10, 12, 10]","[41, 638, 461]","[7, 148, 19]",59160.0
8,1,280.0,"[280.0, 400.0, 280.0]",0.8683708104852913,[432642.64072412 109814.50002222 580395.56125134],"[10, 36, 28]","[444, 5449, 2517]","[109, 2062, 375]",712880.0
8,2,400.0,"[400.0, 400.0, 160.0]",0.8870943191197811,[3566870.9710498  4098921.23841512  930893.62171345],"[10, 42, 38]","[620, 6856, 4171]","[21, 685, 53]",303600.0
8,3,220.0,"[220.0, 280.0, 220.0]",0.7593734816792164,[1974756.96540166 1173490.76215943  629893.4025666 ],"[10, 52, 28]","[541, 10238, 2380]","[194, 4509, 540]",1153460.0
8,4,160.0,"[220.0, 160.0, 160.0]",0.9716832883382541,[ 980990.63676956 1912014.83203734  730852.98321731],"[10, 56, 22]","[255, 11342, 1549]","[95, 4538, 465]",815680.0
8,5,280.0,"[220.0, 280.0, 220.0]",0.3854196439873367,[1063464.99910706 1413967.85285142  608990.62641988],"[10, 58, 22]","[274, 12232, 1807]","[68, 4750, 262]",1422400.0
8,6,280.0,"[220.0, 280.0, 160.0]",0.384993209642378,[ 965149.84164706 1431737.58496372  582060.10388448],"[10, 58, 22]","[404, 11863, 1540]","[113, 4634, 222]",1391320.0
8,7,280.0,"[340.0, 280.0, 100.0]",0.38889021410580926,[1003492.20956034 1447948.0733896   827146.06718853],"[10, 58, 22]","[148, 12135, 1729]","[39, 4599, 245]",1367240.0
8,8,280.0,"[340.0, 280.0, 220.0]",0.3830262383292404,[ 397714.25798506 1394721.41976294  590432.61063686],"[14, 58, 18]","[863, 12241, 984]","[227, 4667, 148]",1411760.0
8,9,280.0,"[220.0, 280.0, 100.0]",0.38508758486211814,[ 974368.76499582 1474718.77273507  123196.96628453],"[18, 58, 14]","[1333, 12393, 775]","[330, 4815, 102]",1469160.0
8,10,280.0,"[100.0, 280.0, 100.0]",0.3848332690654969,[ 626703.40627632 1437420.90469246  200895.11699086],"[18, 58, 14]","[1515, 12206, 573]","[369, 4658, 81]",1430240.0
8,11,280.0,"[100.0, 280.0, 220.0]",0.38390725952757965,[ 925570.56122062 1464468.2046517   621244.00735059],"[16, 58, 16]","[765, 12326, 946]","[182, 4680, 123]",1395800.0
8,12,280.0,"[340.0, 280.0, 220.0]",0.38416847506456886,[ 888700.15882644 1454960.44889607  603656.63082133],"[16, 58, 16]","[874, 12158, 551]","[221, 4718, 54]",1398040.0
8,13,280.0,"[340.0, 280.0, 100.0]",0.3819212173718545,[1381531.2735631  1453441.32818601  743507.65389055],"[20, 58, 10]","[1478, 12235, 429]","[356, 4783, 59]",1455440.0
8,14,280.0,"[100.0, 280.0, 220.0]",0.38418920624459646,[ 721267.12364277 1471799.48273278  669343.96315507],"[16, 58, 16]","[1276, 12329, 708]","[285, 4598, 87]",1391600.0
8,15,280.0,"[340.0, 280.0, 220.0]",0.3827896765069449,[ 581340.94374859 1431603.23231185  664578.70577196],"[18, 58, 14]","[1352, 12158, 397]","[333, 4642, 56]",1408680.0
8,16,280.0,"[220.0, 280.0, 100.0]",0.38207164934501564,[1044722.10295447 1430486.62280096 1050298.15043907],"[18, 58, 12]","[1258, 12084, 344]","[323, 4737, 54]",1431920.0
8,17,280.0,"[340.0, 280.0, 100.0]",0.38483125373391147,[1002163.48374118 1436335.19284073  761445.9092151 ],"[16, 58, 16]","[741, 12245, 1032]","[186, 4717, 131]",1409520.0
8,18,280.0,"[220.0, 280.0, 100.0]",0.38629279428066904,[1008384.75613827 1438759.89002783  891845.17170881],"[10, 58, 22]","[300, 12144, 1693]","[63, 4734, 227]",1406720.0
8,19,280.0,"[100.0, 280.0, 100.0]",0.38347092013130313,[1302312.0015193  1439817.12866246  355645.20283474],"[18, 58, 14]","[873, 11982, 685]","[187, 4640, 87]",1375920.0
8,20,280.0,"[220.0, 280.0, 220.0]",0.3827751119999839,[ 992603.02607998 1460697.53025873  663447.92992041],"[20, 58, 12]","[1655, 11766, 772]","[445, 4564, 97]",1429680.0
8,21,280.0,"[220.0, 280.0, 220.0]",0.38535619679389754,[1012618.24637033 1451524.07310505  617273.5835358 ],"[10, 58, 22]","[122, 12163, 1910]","[24, 4725, 273]",1406160.0
8,22,280.0,"[100.0, 280.0, 220.0]",0.38483282486521503,[ -23356.02704922 1427380.8920864   632437.96859754],"[10, 58, 22]","[292, 12369, 1409]","[73, 4710, 184]",1390760.0
8,23,280.0,"[220.0, 280.0, 100.0]",0.38719909335050784,[1002092.92239598 1438331.13723109  298375.10998051],"[10, 58, 22]","[157, 12082, 1489]","[31, 4590, 199]",1349600.0
8,24,280.0,"[220.0, 280.0, 220.0]",0.38445427805509946,[ 968289.16030668 1471026.53334273  582243.04386912],"[22, 58, 10]","[1548, 12239, 365]","[354, 4754, 57]",1446200.0
8,25,280.0,"[100.0, 280.0, 100.0]",0.3855068578101772,[ 999473.19280446 1445612.18180581    3892.33141064],"[20, 58, 10]","[1459, 12178, 213]","[355, 4677, 34]",1418480.0
8,26,280.0,"[100.0, 280.0, 100.0]",0.3838767294615535,[  35446.44742087 1433772.74187103 1219066.25060987],"[22, 58, 10]","[1979, 12111, 502]","[466, 4659, 62]",1452360.0
8,27,280.0,"[220.0, 280.0, 160.0]",0.3845805483940788,[ 948328.82371074 1438699.40852827  608404.30704364],"[22, 58, 10]","[1860, 12167, 241]","[451, 4687, 28]",1446480.0
8,28,280.0,"[220.0, 280.0, 220.0]",0.38388622349378615,[1047402.59509943 1444595.38205883  618374.46809042],"[10, 58, 22]","[478, 12191, 1393]","[115, 4731, 174]",1405600.0
8,29,280.0,"[100.0, 280.0, 100.0]",0.3847557376940319,[ 203615.17701199 1466964.29083795 1298819.04750328],"[22, 58, 10]","[1941, 12378, 488]","[510, 4833, 72]",1516200.0
8,30,280.0,"[220.0, 280.0, 100.0]",0.38476647491973,[1011406.35812112 1462533.83089993  582546.01745435],"[18, 58, 14]","[1239, 12112, 724]","[322, 4691, 118]",1436680.0
8,31,280.0,"[100.0, 280.0, 100.0]",0.38530785767589604,[1099014.95078713 1453113.99365431 1280390.61954609],"[22, 58, 10]","[1844, 11988, 165]","[446, 4615, 21]",1422960.0
8,32,280.0,"[220.0, 280.0, 100.0]",0.3855857524919498,[1093939.21027962 1466101.64998647  391354.20137039],"[22, 58, 10]","[1751, 12522, 351]","[407, 4826, 38]",1475880.0
8,33,280.0,"[220.0, 280.0, 160.0]",0.3858059496086491,[1030030.34694167 1457952.56009713  592457.00043935],"[22, 58, 10]","[2115, 12229, 267]","[469, 4707, 43]",1461320.0
8,34,280.0,"[220.0, 280.0, 220.0]",0.38567507609050194,[ 970858.26840388 1452372.33380503  624738.48096875],"[22, 58, 10]","[1960, 12239, 600]","[440, 4693, 78]",1459080.0
8,35,280.0,"[340.0, 280.0, 100.0]",0.3862689120454272,[ 985976.48402585 1474111.27925224  624950.25777589],"[22, 58, 10]","[1669, 11869, 502]","[393, 4617, 69]",1422120.0
8,36,280.0,"[220.0, 280.0, 100.0]",0.3843110502385437,[1003481.76876207 1453610.17475151   11054.83518818],"[22, 58, 10]","[2057, 12389, 828]","[476, 4763, 115]",1499120.0
8,37,280.0,"[340.0, 280.0, 220.0]",0.3847905994692924,[ 682168.30891969 1497154.13696944  607110.42559272],"[22, 58, 10]","[1736, 11965, 528]","[408, 4650, 75]",1437240.0
8,38,280.0,"[100.0, 280.0, 160.0]",0.3862485837700697,[1246591.36928335 1460973.78228152  589931.69593305],"[22, 58, 10]","[1843, 12172, 256]","[430, 4728, 30]",1452640.0
8,39,280.0,"[220.0, 280.0, 100.0]",0.3866003145317286,[1058860.48222106 1476618.29910347 1156930.68960995],"[22, 58, 10]","[1901, 11966, 564]","[459, 4616, 61]",1438080.0
8,40,280.0,"[100.0, 280.0, 160.0]",0.3840516793811529,[ 908882.88948043 1443414.92987777  611188.37005427],"[22, 58, 10]","[1916, 12412, 1]","[433, 4754, 0]",1452360.0
8,41,280.0,"[100.0, 280.0, 160.0]",0.3857625680305136,[ 531444.30602572 1462825.26760123  618787.57338873],"[22, 58, 10]","[1779, 12216, 455]","[415, 4646, 59]",1433600.0
8,42,280.0,"[220.0, 280.0, 100.0]",0.38527467783795805,[1047465.50297596 1476046.69203988 1041099.97741377],"[22, 58, 10]","[1830, 12030, 118]","[435, 4755, 15]",1457400.0
8,43,280.0,"[340.0, 280.0, 160.0]",0.38542463624532114,[ 742398.44298241 1455602.47567446  614227.16095352],"[22, 58, 10]","[1564, 12243, 551]","[385, 4721, 71]",1449560.0
8,44,280.0,"[220.0, 280.0, 220.0]",0.3860983569130298,[1112852.08630968 1465264.56807257  651726.9213711 ],"[22, 58, 10]","[1782, 12191, 324]","[418, 4815, 51]",1479520.0
8,45,280.0,"[220.0, 280.0, 220.0]",0.3848285812158554,[1087265.81128499 1459523.35723473  565231.35548875],"[22, 58, 10]","[1521, 12225, 335]","[361, 4680, 48]",1424920.0
8,46,280.0,"[340.0, 280.0, 100.0]",0.3862513614149025,[1235838.02107781 1464984.57611051  -26318.83695625],"[22, 58, 10]","[2346, 12335, 388]","[562, 4781, 52]",1510600.0
8,47,280.0,"[220.0, 280.0, 100.0]",0.38653074702843343,[ 984885.08972635 1466590.54139551  407876.39229218],"[22, 58, 10]","[2061, 12320, 781]","[503, 4738, 94]",1493800.0
8,48,280.0,"[340.0, 280.0, 100.0]",0.38552240576188723,[ 834529.85673315 1471584.92673181  281782.83121177],"[22, 58, 10]","[1953, 12165, 275]","[477, 4663, 37]",1449560.0
8,49,280.0,"[100.0, 280.0, 220.0]",0.38500859936686327,[  58322.68149508 1457639.43028569  659580.99045444],"[22, 58, 10]","[1746, 12501, 1]","[432, 4900, 0]",1492960.0
9,0,400.0,"[340.0, 400.0, 400.0]",0.5691052993689784,[-31753.72847426 -26575.28944318 -29836.46392331],"[10, 10, 16]","[291, 487, 768]","[10, 51, 10]",28400.0
9,1,340.0,"[340.0, 340.0, 340.0]",0.622777402960686,[548503.93774527 545441.42516897 108665.71867757],"[18, 28, 34]","[1372, 3036, 3706]","[134, 733, 213]",367200.0
9,2,220.0,"[280.0, 220.0, 160.0]",0.7898865358940921,[1457262.83256374 1804253.02118     816439.45385312],"[14, 30, 32]","[594, 3948, 3168]","[198, 1631, 761]",569800.0
9,3,280.0,"[280.0, 280.0, 280.0]",0.8912820424808755,[2423473.64948031 1076649.27527901 2605294.96814485],"[10, 48, 32]","[232, 8788, 3040]","[65, 3369, 423]",1079960.0
9,4,280.0,"[280.0, 280.0, 100.0]",0.37464330084684894,[1035014.67620817 1271624.96639001  702669.11133913],"[10, 42, 38]","[157, 6859, 4051]","[43, 2688, 555]",920080.0
9,5,280.0,"[100.0, 280.0, 220.0]",0.3846063866646969,[ 991364.43448992 1323613.79503132  669164.09564246],"[10, 52, 28]","[294, 10133, 2581]","[63, 3900, 338]",1204280.0
9,6,160.0,"[160.0, 160.0, 160.0]",0.9492141209136645,[1.47833304e+03 2.06701050e+06 1.36347451e+04],"[16, 58, 16]","[906, 12003, 840]","[340, 4855, 263]",873280.0
9,7,280.0,"[220.0, 280.0, 160.0]",0.3898234273192712,[1083505.49348129 1487025.58054564  660534.40014984],"[18, 58, 14]","[1258, 12597, 989]","[301, 4974, 124]",1511720.0
9,8,280.0,"[100.0, 280.0, 220.0]",0.3930468584097803,[ 532995.74421742 1523017.79172355  712890.18656538],"[20, 58, 12]","[1323, 11850, 555]","[318, 4613, 72]",1400840.0
9,9,280.0,"[100.0, 280.0, 160.0]",0.39016943927841125,[ 849621.09529551 1501567.4401253   632517.75132503],"[20, 58, 10]","[1648, 11815, 184]","[376, 4621, 23]",1405600.0
9,10,280.0,"[220.0, 280.0, 100.0]",0.391897926770784,[ 978012.48973286 1465378.63721312 1142054.82937534],"[18, 58, 14]","[1311, 12348, 876]","[294, 4769, 101]",1445920.0
9,11,280.0,"[220.0, 280.0, 220.0]",0.38403320381047584,[1029127.64633359 1461438.32113077  653648.09591435],"[16, 58, 16]","[693, 12015, 794]","[171, 4641, 93]",1373400.0
9,12,280.0,"[220.0, 280.0, 220.0]",0.3914597625378214,[ 961735.70539685 1490286.36756551  659648.49996741],"[10, 58, 22]","[144, 11895, 1302]","[35, 4644, 175]",1359120.0
9,13,280.0,"[220.0, 280.0, 100.0]",0.38896939694260096,[1020371.25665828 1479063.63989784  -14342.4953277 ],"[20, 58, 10]","[1470, 11717, 570]","[344, 4609, 83]",1410080.0
9,14,280.0,"[220.0, 280.0, 160.0]",0.3923466001586326,[ 920712.83668971 1464318.15471866  636903.1278045 ],"[20, 58, 12]","[1542, 12087, 621]","[385, 4609, 83]",1421560.0
9,15,280.0,"[220.0, 280.0, 220.0]",0.3882766737637588,[ 957212.39649555 1443660.98082555  668489.36196577],"[22, 58, 10]","[1732, 12025, 247]","[425, 4681, 33]",1438920.0
9,16,280.0,"[220.0, 280.0, 100.0]",0.3899253937469149,[1017279.91924143 1515635.28419918  610560.3607535 ],"[22, 58, 10]","[1516, 12199, 678]","[353, 4696, 93]",1439760.0
9,17,280.0,"[100.0, 280.0, 220.0]",0.3892868401503583,[ 181825.93271866 1454897.25190224  672067.33525283],"[20, 58, 12]","[1439, 12165, 480]","[326, 4690, 71]",1424360.0
9,18,280.0,"[100.0, 280.0, 100.0]",0.38876502044486666,[ 570631.76706286 1452060.25232197  714578.28283075],"[20, 58, 12]","[1414, 12175, 311]","[346, 4702, 37]",1423800.0
9,19,280.0,"[220.0, 280.0, 100.0]",0.3882662368890691,[ 941153.48537041 1464672.35591057   76999.80520457],"[16, 58, 16]","[955, 11904, 901]","[231, 4578, 127]",1382080.0
9,20,280.0,"[220.0, 280.0, 220.0]",0.3891177637400284,[ 936182.18707662 1468443.64142926  651659.4162775 ],"[22, 58, 10]","[1923, 12055, 114]","[456, 4670, 9]",1437800.0
9,21,280.0,"[220.0, 280.0, 220.0]",0.38670957049948257,[ 950874.5609514  1450668.07059653  633939.7764722 ],"[20, 58, 12]","[1092, 11672, 622]","[280, 4478, 85]",1356040.0
9,22,280.0,"[220.0, 280.0, 100.0]",0.3870261359680024,[ 932515.14055206 1433530.24937677  110716.90957981],"[10, 58, 22]","[508, 12133, 1628]","[134, 4723, 201]",1416240.0
9,23,280.0,"[220.0, 280.0, 160.0]",0.38692650849943905,[1078609.07415791 1441241.93630322  643895.75317983],"[22, 58, 10]","[1891, 12151, 117]","[435, 4710, 15]",1444800.0
9,24,280.0,"[220.0, 280.0, 100.0]",0.38687151894546135,[ 942184.05010233 1458230.20486373   25740.36854708],"[10, 58, 22]","[701, 12141, 1332]","[203, 4679, 187]",1419320.0
9,25,280.0,"[280.0, 280.0, 220.0]",0.3883086346077297,[ 864349.34651986 1436595.11492332  664677.4724554 ],"[22, 58, 10]","[1667, 12262, 365]","[352, 4783, 48]",1451240.0
9,26,280.0,"[220.0, 280.0, 220.0]",0.38789154843627643,[ 836098.41767128 1454983.44788607  692493.17067445],"[22, 58, 10]","[1797, 11999, 455]","[418, 4597, 75]",1425200.0
9,27,280.0,"[220.0, 280.0, 100.0]",0.38676074256510495,[ 879421.69405864 1445036.69892467 1321970.84020791],"[22, 58, 10]","[2119, 12178, 462]","[529, 4789, 56]",1504720.0
9,28,280.0,"[220.0, 280.0, 100.0]",0.38860366339543245,[ 920079.94095653 1448605.81511568 1043463.99988791],"[22, 58, 10]","[1866, 12034, 196]","[471, 4686, 27]",1451520.0
9,29,280.0,"[280.0, 280.0, 220.0]",0.3880904571261942,[ 870675.33155743 1450386.57582044  662553.92416446],"[20, 58, 12]","[1540, 11938, 221]","[394, 4630, 27]",1414280.0
9,30,280.0,"[220.0, 280.0, 100.0]",0.3887706417696462,[ 920870.64986171 1453873.84282382  995321.88230486],"[22, 58, 10]","[1661, 12400, 59]","[412, 4835, 11]",1472240.0
9,31,280.0,"[220.0, 280.0, 100.0]",0.3863287412864974,[1035177.3791731  1440930.10375588  540318.98582707],"[22, 58, 10]","[1777, 12175, 621]","[391, 4659, 86]",1438080.0
9,32,280.0,"[220.0, 280.0, 220.0]",0.38815245689636174,[1022895.08456724 1430193.85486926  633026.67070607],"[20, 58, 12]","[1799, 12383, 416]","[440, 4847, 52]",1494920.0
9,33,280.0,"[220.0, 280.0, 100.0]",0.38840993422270204,[ 893357.99804546 1481784.95495802   -4514.28041449],"[22, 58, 10]","[1827, 11794, 640]","[450, 4549, 86]",1423800.0
9,34,280.0,"[220.0, 280.0, 160.0]",0.38799050616888964,[1062931.26690753 1454202.86888862  622138.84458296],"[22, 58, 10]","[1611, 12395, 498]","[399, 4789, 73]",1473080.0
9,35,280.0,"[220.0, 280.0, 220.0]",0.3882307899471992,[1042087.2433512  1433374.57841563  653103.7929172 ],"[20, 58, 12]","[1648, 12498, 1]","[395, 4807, 0]",1456560.0
9,36,280.0,"[220.0, 280.0, 220.0]",0.38694210557708375,[ 990722.47513087 1454406.83265344  700489.15506593],"[22, 58, 10]","[1927, 12265, 471]","[467, 4642, 65]",1448720.0
9,37,280.0,"[220.0, 280.0, 220.0]",0.3862665171911871,[1033864.32851605 1454217.20630148  660068.8967354 ],"[22, 58, 10]","[1951, 12257, 350]","[475, 4693, 47]",1460200.0
9,38,280.0,"[220.0, 280.0, 220.0]",0.3860623170042218,[1029084.70460879 1431523.12926756  672193.87778239],"[22, 58, 10]","[1622, 12321, 214]","[389, 4813, 22]",1462720.0
9,39,280.0,"[100.0, 280.0, 100.0]",0.387225500668307,[1294375.52233405 1446781.77225273  540955.72434962],"[10, 58, 22]","[49, 12290, 1262]","[13, 4781, 150]",1384320.0
9,40,280.0,"[280.0, 280.0, 160.0]",0.38667462111197787,[ 869830.62759701 1456729.4212724   620894.7838939 ],"[22, 58, 10]","[1968, 11994, 255]","[483, 4670, 27]",1450400.0
9,41,280.0,"[100.0, 280.0, 160.0]",0.387321092564616,[ 391242.55617729 1463619.66715727  634092.66718292],"[22, 58, 10]","[1562, 12439, 331]","[389, 4878, 43]",1486800.0
9,42,280.0,"[220.0, 280.0, 220.0]",0.3877944430147596,[ 910413.21005219 1449161.64041064  676379.21294438],"[22, 58, 10]","[1766, 11914, 723]","[440, 4633, 105]",1449840.0
9,43,280.0,"[220.0, 280.0, 100.0]",0.38769368977282775,[ 943458.80532722 1464657.0688405    95688.92085745],"[22, 58, 10]","[1829, 12379, 665]","[433, 4772, 102]",1485960.0
